month,holiday,day,time,segments
2,0,2,24.00,B,B,B,B,B,B,B,Y,B,B
4,0,2,0.15,B,B,B,B,B,B,B,B,B,B
4,0,2,0.30,B,B,B,B,B,B,B,B,B,B
4,0,2,0.45,B,B,B,B,B,B,B,B,B,B
4,0,2,1.00,B,B,B,B,B,B,B,B,B,B
4,0,2,1.15,B,B,B,B,B,B,B,B,B,B
4,0,2,1.30,B,B,B,B,B,B,B,B,B,B
4,0,2,1.45,B,B,B,B,B,B,B,B,B,B
4,0,2,2.00,B,B,B,B,B,B,B,B,B,B
4,0,2,10.15,Y,B,Y,Y,Y,Y,Y,Y,Y,B
4,0,2,10.30,B,B,Y,Y,Y,B,Y,Y,Y,B
4,0,2,10.45,Y,B,Y,Y,Y,Y,Y,Y,Y,B
4,0,2,11.00,Y,B,Y,Y,Y,Y,Y,Y,Y,B
4,0,2,11.15,Y,B,Y,Y,Y,Y,Y,R,Y,B
4,0,2,11.30,Y,B,Y,Y,Y,Y,Y,R,Y,B
4,0,2,11.45,R,B,Y,Y,Y,Y,Y,R,Y,B
4,0,2,12.00,R,B,Y,Y,Y,Y,Y,R,Y,B
4,0,2,12.15,R,B,Y,Y,Y,Y,Y,R,Y,Y
4,0,2,12.30,R,B,R,Y,Y,Y,Y,R,R,Y
4,0,2,12.45,R,B,R,R,R,Y,Y,R,R,Y
4,0,2,13.00,R,B,R,R,Y,Y,Y,R,R,Y
4,0,2,13.15,R,B,R,R,R,Y,Y,R,R,Y
4,0,2,13.30,R,B,R,R,R,Y,Y,R,R,Y
4,0,2,13.45,R,B,R,R,R,Y,Y,R,Y,Y
4,0,2,14.00,R,B,R,R,R,R,Y,R,Y,Y
4,0,2,14.15,R,B,R,R,R,R,Y,R,Y,Y
4,0,2,14.30,R,B,R,R,R,R,R,R,Y,B
4,0,2,14.45,R,B,R,R,R,R,Y,R,Y,B
4,0,2,15.00,R,B,R,R,R,R,Y,R,Y,B
4,0,2,15.15,R,B,R,Y,R,Y,Y,R,Y,Y
4,0,2,15.30,Y,B,R,Y,Y,Y,Y,R,Y,B
4,0,2,15.45,Y,B,R,Y,Y,Y,Y,Y,Y,B
4,0,2,16.00,Y,B,Y,Y,Y,Y,Y,Y,Y,B
4,0,2,16.15,Y,B,Y,Y,Y,B,Y,Y,B,B
4,0,2,16.30,Y,B,Y,Y,Y,Y,Y,Y,Y,B
4,0,2,16.45,Y,B,R,Y,Y,Y,Y,Y,Y,B
4,0,2,17.00,Y,B,Y,Y,Y,Y,Y,R,Y,Y
4,0,2,17.15,Y,B,R,Y,Y,Y,Y,Y,Y,B
4,0,2,17.30,R,B,R,Y,Y,Y,Y,R,Y,Y
4,0,2,17.45,R,B,R,Y,R,Y,Y,R,R,Y
4,0,2,18.00,R,B,R,R,R,Y,Y,R,Y,Y
4,0,2,18.15,R,B,R,Y,R,Y,Y,R,R,Y
4,0,2,18.30,R,B,R,Y,R,Y,Y,R,R,Y
4,0,2,18.45,R,B,R,R,R,Y,Y,R,Y,Y
4,0,2,19.00,R,B,R,R,R,Y,Y,R,R,Y
4,0,2,19.15,R,B,R,R,R,Y,Y,R,R,Y
